CMC_id,CMC_rank,name,ticker,web_primary,web_secondary,source_code,check_source,notes,repo,forge,stars,forks,auth_tot,authors,commits,comments,PR_open,days_inactive,avg_resp_time,med_resp_time,avg_longevity_days,language:,created_since:,updated_since:,contributor_count:,org_count:,commit_frequency:,recent_releases_count:,updated_issues_count:,closed_issues_count:,comment_frequency:,dependents_count:,criticality_score:,alexa_rank,geo_rmse,geo_mae
1,1,Bitcoin,BTC,https://bitcoin.org/,,https://github.com/bitcoin/bitcoin,y,,bitcoin/bitcoin,github,72112,59013,6242,150.33,360,2440.67,170.67,0.006,17.55,2.9,427.11,C++,153,0,1050,3,56.2,2,4074,3595,1.1,492320,0.84683,8149,0.268019409,0.164839059
1027,2,Ethereum,ETH,https://www.ethereum.org/,https://en.wikipedia.org/wiki/Ethereum,https://github.com/ethereum/go-ethereum,y,,ethereum/go-ethereum,github,40452,28052,7465,164,45,448,76.67,0.019,13.18,1.45,282.49,Go,100,0,698,7,13.6,15,574,448,1.6,81168,0.82061,2358,0.327910515,0.198670396
825,3,Tether,USDT,https://tether.to,,private,y,,,,,,,,,,,,,,,,,,,,,,,,,,,34722,,
1839,4,BNB,BNB,https://www.binance.com/,,https://github.com/bnb-chain/bsc,y,fork of go-ethereum; updated repo to bnb-chain mar.2022,bnb-chain/bsc,github,79,71,73,38,5,121,2,0.076,5.44,2.88,13.95,Go,100,2,614,7,3.9,14,198,150,2.4,0,0.56422,110,0.361854174,0.219124982
3408,5,USD Coin,USDC,https://www.centre.io/usdc,,https://github.com/centrehq/centre-tokens,y,SC,centrehq/centre-tokens,github,296,298,40,5,0,5.33,1.5,4.305,10.2,4.35,217.58,JavaScript,50,10,16,5,0.2,1,9,3,1.2,98,0.36061,147967,0.334226723,0.205800715
52,6,XRP,XRP,https://xrpl.org/,,https://github.com/ripple/rippled,y,,ripple/rippled,github,4799,3023,594,35.67,18.67,138,19.33,0.287,28.07,13.39,358.35,C++,127,2,115,7,3.1,6,106,54,1.9,5453,0.6422,62805,0.348687968,0.213753793
4172,7,Terra,LUNA,https://terra.money/,,https://github.com/terra-project/core,y,,terra-project/core,github,282,134,63,0,0,0,0,301.316,6.26,1.7,185.61,JavaScript,51,1,36,10,0.6,9,8,3,1,3,0.42544,6226,0.420447867,0.272313044
2010,8,Cardano,ADA,https://www.cardano.org,,https://github.com/input-output-hk/cardano-node,y,IOHK,input-output-hk/cardano-node,github,2724,748,656,70.33,826.67,363.67,46,0.249,18.18,3.13,193.95,Haskell,35,0,113,7,19.8,10,399,211,1.7,475,0.64632,13702,0.259726545,0.176627465
5426,9,Solana,SOL,https://solana.com,,https://github.com/solana-labs/solana,y,,solana-labs/solana,github,7744,2223,1090,174,747,1915.33,524.33,0.055,5.46,0.33,156.63,Rust,50,0,324,3,89.4,83,2172,1814,2,8798,0.77413,3595,0.240443057,0.140435854
5805,10,Avalanche,AVAX,https://avax.network/,https://www.avalabs.org/,https://github.com/ava-labs/avalanchego,y,,ava-labs/avalanchego,github,1126,334,221,30.67,50.33,30.33,4.67,0.037,12,1.58,112.99,Go,25,0,67,1,57.2,40,71,32,1.1,683,0.56074,7000,0.282130244,0.168065697
6636,11,Polkadot,DOT,https://polkadot.network/,,https://github.com/paritytech/polkadot,y,See Substrate for pre 2018 repo history,paritytech/polkadot,github,6208,1884,725,83.33,960.67,915,135.67,0.01,10.11,0.96,296.26,Rust,50,0,171,4,25.9,24,738,553,2.2,835,0.69038,22298,0.252104539,0.163048417
4687,12,Binance USD,BUSD,https://www.binance.com/en/busd,https://www.paxos.com/busd/,https://github.com/paxosglobal/busd-contract,y,SC,paxosglobal/busd-contract,github,82,78,11,1,0,0.33,1.5,3.681,29.34,29.34,318.6,Solidity,31,14,4,1,0,0,4,1,0.2,0,0.12069,110,0.334226723,0.205800715
74,13,Dogecoin,DOGE,http://dogecoin.com/,,https://github.com/dogecoin/dogecoin,y,,dogecoin/dogecoin,github,15491,4684,1663,28.33,14,91.67,9.33,0.031,14.59,0.76,183.1,C++,153,5,608,3,4.7,2,84,39,2.2,199,0.5686,37234,0.209216048,0.134105754
7129,14,TerraUSD,UST,https://terra.money,,exclude,y,,terra-project/core,github,282,134,63,0,0,0,0,301.316,6.26,1.7,185.61,JavaScript,51,1,36,10,0.6,9,8,3,1,3,0.42544,6226,0.420447867,0.272313044
5994,15,Shiba Inu,SHIB,https://shibatoken.com/,,private,y,,,,,,,,,,,,,,,,,,,,,,,,,,,21418,,
3890,16,Polygon,MATIC,https://polygon.technology/,,https://github.com/maticnetwork/bor,y,2nd layer plasma scaling on ethereum; now polygon,maticnetwork/bor,github,338,196,202,34.67,74.33,95,18.33,0.024,14.04,3.03,87.98,Go,100,0,663,8,11.4,21,113,68,1.8,81,0.68323,4107,0.363355855,0.221826371
3717,17,Wrapped Bitcoin,WBTC,https://wbtc.network,,https://github.com/WrappedBTC/bitcoin-token-smart-contracts,y,wToken,WrappedBTC/bitcoin-token-smart-contracts,github,98,103,21,1.5,0,0.33,2,13.132,18.58,10.16,217.84,JavaScript,44,10,11,2,0.1,0,3,0,0.3,2,0.19913,300491,0.334226723,0.205800715
3635,18,Cronos,CRO,https://www.crypto.com/en/chain,,private,y,,,,,,,,,,,,,,,,,,,,,,,,,,,1274,,
4943,19,Dai,DAI,http://www.makerdao.com/,,https://github.com/makerdao/dss,y,SC,makerdao/dss,github,511,384,63,6,8.67,25,4,0.903,9.17,0.76,291.25,Solidity,47,0,24,3,0.3,11,22,18,3.3,258,0.50424,27356,0.401534134,0.252111621
2,20,Litecoin,LTC,https://litecoin.org/,,https://github.com/litecoin-project/litecoin,y,,litecoin-project/litecoin,github,4904,10079,728,13.33,39,23,3,0.696,38.09,3.04,205.83,C++,153,10,759,3,0,1,61,45,0.9,194,0.49919,178803,0.333608694,0.209431205
3794,21,Cosmos,ATOM,https://cosmos.network/,,https://github.com/cosmos/cosmos-sdk,y,,cosmos/cosmos-sdk,github,3879,3004,1066,102,846.67,1118.33,125,0.003,17.64,2.92,269.42,Go,75,0,322,8,20,30,953,710,1.9,3979,0.77086,21014,0.207415397,0.136580527
6535,22,NEAR Protocol,NEAR,https://near.org/,,https://github.com/nearprotocol/nearcore,y,,nearprotocol/nearcore,github,745,204,104,0,0,0,0,529.935,0,0,210.49,Rust,52,0,120,4,30.4,40,733,441,0.8,366,0.64483,7935,0.289712161,0.183676965
1975,23,Chainlink,LINK,https://chain.link/,https://smartcontract.com/,https://github.com/smartcontractkit/chainlink,y,,smartcontractkit/chainlink,github,3382,1400,380,55.67,1522,705.33,157,0.247,6.03,0.84,186.92,Go,53,0,123,5,53.3,21,646,554,1.2,600,0.67864,12817,0.25375029,0.150142824
7083,24,Uniswap,UNI,https://uniswap.org/blog/uni/,https://uniswap.org/,https://github.com/Uniswap/v3-core,y,recently upgraded to v3; repo changed from 'uniswap-v3-core' to 'v3-core',Uniswap/v3-core,github,820,497,43,10.67,3,12.67,4,0.066,11.96,6.06,30.7,TypeScript,31,2,13,3,0.3,5,22,18,0.9,315,0.40786,3666,0.336181374,0.214923629
1831,25,Bitcoin Cash,BCH,http://bch.info,,https://gitlab.com/bitcoin-cash-node/bitcoin-cash-node,y,,bitcoin-cash-node/bitcoin-cash-node,gitlab,,,,,,,,,,,,,,,,,,,,,,,,285560,0.327861363,0.201367241
1958,26,TRON,TRX,https://tron.network/,,https://github.com/tronprotocol/java-tron,y,,tronprotocol/java-tron,github,3552,2191,977,28,76,53,34,0.116,5.87,0.88,147.21,Java,52,1,227,2,19.1,10,133,116,1,14036,0.64553,23239,0.41698703,0.267971396
4195,27,FTX Token,FTT,https://ftx.com/,https://help.ftx.com/hc/en-us/sections/360004460952-FTX-Token-FTT,private,y,,,,,,,,,,,,,,,,,,,,,,,,,,,1209,,
3957,28,UNUS SED LEO,LEO,https://www.bitfinex.com/,,private,y,runs on bitfinex,,,,,,,,,,,,,,,,,,,,,,,,,,598,,
4030,29,Algorand,ALGO,http://algorand.foundation,https://www.algorand.com/,https://github.com/algorand/go-algorand,y,,algorand/go-algorand,github,1071,558,236,44.33,237.33,556.67,97.33,0.015,17.29,2.13,245.47,C,34,0,76,1,19.2,38,658,502,0.8,323,0.56761,82059,0.301291148,0.18054579
1321,30,Ethereum Classic,ETC,https://ethereumclassic.org/,,https://github.com/etclabscore/core-geth,y,ETC original repo; other client is mantis by IOHK written in scala,etclabscore/core-geth,github,151,120,80,8,41,9,5,0.203,10.7,3.71,130.41,Go,100,1,671,7,17.8,9,29,16,1.1,232,0.64142,239455,0.299666987,0.176852026
512,31,Stellar,XLM,https://www.stellar.org,,https://github.com/stellar/stellar-core,y,,stellar/stellar-core,github,3320,2050,379,17,80.33,171.33,14,0.433,16.03,3.21,271.9,C,89,0,98,4,13,30,123,88,1.3,226,0.61696,40430,0.35984613,0.223535577
1966,32,Decentraland,MANA,https://decentraland.org/,,https://github.com/decentraland/decentraland-dapps,y,,decentraland/decentraland-dapps,github,107,75,21,4.67,8.67,6.33,4.67,0.902,8.09,1.19,463.12,TypeScript,45,1,19,4,2.1,68,24,16,0.6,2,0.39817,2832,0.420896431,0.27504832
4023,33,Bitcoin BEP2,BTCB,https://bitcoin.org/en/,,private,y,binance-wrapped BTC,,,,,,,,,,,,,,,,,,,,,,,,,,8149,,
4642,34,Hedera,HBAR,https://www.hedera.com/,,https://github.com/hashgraph/hedera-sdk-java,y,,hashgraph/hedera-sdk-java,github,189,167,92,8,122,56.33,25.33,1.701,8.95,2.99,304.09,Java,42,0,16,5,7,42,145,130,0.8,15,0.49542,32608,0.368553094,0.226015736
6892,35,Elrond,EGLD,https://elrond.com/,https://elrond.com/blog,https://github.com/ElrondNetwork/elrond-go,y,,ElrondNetwork/elrond-go,github,885,241,168,20.33,776.33,410,71.67,0.62,7.91,1.06,207.84,Go,44,0,48,2,49.3,51,321,295,0.6,1207,0.60671,17383,0.375438673,0.227617187
8916,36,Internet Computer,ICP,https://dfinity.org,,https://github.com/dfinity/ic,y,,dfinity/ic,github,940,122,13,3.33,585,0.67,4.5,0.357,21.57,27.99,93.32,Rust,11,0,91,3,25.8,4,6,2,0.5,68,0.45276,49003,0.331832135,0.204815838
1274,37,Waves,WAVES,https://waves.tech/,https://medium.com/wavesprotocol,https://github.com/wavesplatform/Waves,y,,wavesplatform/Waves,github,1307,966,307,6.67,137.67,9.67,14,0.872,15.32,5.15,249.17,Scala,87,0,89,4,3.1,18,66,46,0.1,2797,0.59167,98591,0.414039442,0.265777487
6210,38,The Sandbox,SAND,https://www.sandbox.game/en/,,private,y,,,,,,,,,,,,,,,,,,,,,,,,,,,2774,,
328,39,Monero,XMR,https://www.getmonero.org/,,https://github.com/monero-project/monero,y,,monero-project/monero,github,7484,6590,2009,53.67,3,224.33,12,0.028,22.63,15.65,251.34,C++,102,0,360,0,4.7,3,260,185,2.3,3049,0.5998,41982,0.270607676,0.171555252
3077,40,VeChain,VET,https://www.vechain.org/,https://www.vechain.com/,https://github.com/vechain/thor,y,,vechain/thor,github,814,395,94,3.33,5,2.67,2,0.055,9.78,0.82,218.78,Go,53,0,21,2,4.9,4,10,9,0.4,57,0.41564,62594,0.41698703,0.267971396
2280,41,Filecoin,FIL,https://filecoin.io/,,https://github.com/filecoin-project/lotus,y,,filecoin-project/lotus,github,2384,2081,1164,67.67,626.67,414.67,75.67,0.356,20.72,1.35,180.09,Go,33,0,178,5,61.1,69,793,606,1.1,1621,0.70124,36792,0.249145874,0.146916519
3513,42,Fantom,FTM,https://fantom.foundation/,,https://github.com/Fantom-foundation/go-opera,y,moved to go-opera repo,Fantom-foundation/go-opera,github,131,97,68,13.67,51.33,54.67,13.67,0.523,12.42,2.19,106.83,Go,63,11,42,3,0,1,6,5,1,168,0.37256,16129,0.391630143,0.247467382
6783,43,Axie Infinity,AXS,https://axieinfinity.com/,,private,y,,,,,,,,,,,,,,,,,,,,,,,,,,,623,,
4256,44,Klaytn,KLAY,https://www.klaytn.foundation/,https://www.klaytn.foundation/,https://github.com/klaytn/klaytn,y,,klaytn/klaytn,github,281,200,72,18.67,191,249.67,29.67,0.321,12.86,4.91,297.27,Go,34,0,35,5,17.6,11,206,153,1,12,0.51527,359504,0.423666734,0.273727005
2416,45,Theta Network,THETA,https://www.thetatoken.org/,,https://github.com/thetatoken/theta-protocol-ledger,y,,thetatoken/theta-protocol-ledger,github,348,116,80,2.33,8,2,1.33,3.257,19.13,4.92,210.86,Go,44,1,9,0,3.2,9,8,1,0.6,409,0.3533,25199,0.390273378,0.24357567
18876,46,ApeCoin,APE,http://apecoin.com/,,private,y,,,,,,,,,,,,,,,,,,,,,,,,,,,44677,,
2011,47,Tezos,XTZ,https://www.tezos.com/,,https://gitlab.com/tezos/tezos,y,,tezos/tezos,gitlab,,,,,,,,,,,,,,,,,,,,,,,,49934,0.284545074,0.181672062
4157,48,THORChain,RUNE,https://thorchain.org/,,https://gitlab.com/thorchain/thornode,y,,thorchain/thornode,gitlab,,,,,,,,,,,,,,,,,,,,,,,,65548,0.331895679,0.204150868
5665,49,Helium,HNT,https://www.helium.com/,,https://github.com/helium/blockchain-core,y,,helium/blockchain-core,github,177,100,81,18.67,477.33,89,33,0.589,10.55,0.46,244.83,Erlang,43,0,24,3,18.1,104,147,110,0.7,0,0.44837,2356,0.32680926,0.204664804
1437,50,Zcash,ZEC,https://z.cash/,,https://github.com/zcash/zcash,y,,zcash/zcash,github,4724,3290,1059,18,107.67,327,36.33,0.006,17.55,1.19,256.18,C++,153,0,586,5,14.8,7,447,299,1,4307,0.72679,160995,0.328469429,0.208317228
1765,51,EOS,EOS,https://eos.io/,,https://github.com/EOSIO/eos,y,,EOSIO/eos,github,13149,8712,2698,25.67,274.67,64.67,41.33,2.067,7.19,0.87,175.72,C++,60,8,286,3,3.1,4,133,101,0.4,48378,0.59752,85051,0.348938556,0.202669911
4558,52,Flow,FLOW,https://flow.com,,https://github.com/onflow/flow-go,y,,onflow/flow-go,github,391,112,75,34.33,1119,785,96.33,0.094,9.06,2.99,224.36,Go,35,0,67,6,101,15,481,338,1.5,784,0.66949,169099,0.268843121,0.167178295
7278,53,Aave,AAVE,https://aave.com/,https://ethlend.io,https://github.com/aave/aave-protocol,y,,aave/aave-protocol,github,1211,668,68,2.67,0,1.33,1.5,0.349,0,0,137.48,HTML,30,14,5,1,0,0,13,1,0.2,28,0.19244,7428,0.334226723,0.205800715
1720,54,IOTA,MIOTA,https://www.iota.org/,,https://github.com/iotaledger/iota.js,y,,iotaledger/iota.js,github,407,218,76,2.67,14.33,15,13.67,1.017,3.29,0.19,245.13,TypeScript,67,0,54,4,2.3,8,53,46,0.9,21,0.48952,38310,0.347616971,0.215008494
1518,55,Maker,MKR,https://makerdao.com/,,https://github.com/makerdao/market-maker-keeper,y,see also: DAI,makerdao/market-maker-keeper,github,425,316,29,0,0,0,0,0.637,0,0,263.16,Python,61,6,20,5,0,0,0,0,0,3,0.25038,27356,0.391630143,0.247467382
6719,56,The Graph,GRT,https://thegraph.com,,https://github.com/graphprotocol/graph-node,y,,graphprotocol/graph-node,github,1796,637,514,50.33,410.33,284,57,0.138,10.84,1.55,160.23,Rust,48,0,69,8,19,11,407,295,1.3,808,0.65222,22731,0.340825039,0.209262109
7186,57,PancakeSwap,CAKE,https://pancakeswap.finance/,,https://github.com/pancakeswap/pancake-frontend,y,,pancakeswap/pancake-frontend,github,1653,3110,409,34.33,727.67,873.67,168.33,0.44,4.05,0.37,53.38,TypeScript,19,0,78,2,44.8,0,675,655,1.8,2161,0.58439,1343,0.330501588,0.216165164
16086,58,BitTorrent-New,BTT,https://bt.io/,,https://github.com/bttcprotocol/bttc,y,wong repo on CMC,bttcprotocol/bttc,github,18,10,16,7.33,4.5,7,2.5,2.065,4.52,0.88,42.5,Go,100,3,648,8,7.2,2,11,7,1.5,0,0.49174,45957,0.414875857,0.262019015
4847,59,Stacks,STX,https://stacks.co,,https://github.com/blockstack/stacks-blockchain,y,,blockstack/stacks-blockchain,github,682,244,176,21.5,192,231.5,11.5,64.657,18.67,4.74,224.35,Rust,101,2,92,6,10.1,20,249,172,2.6,32,0.59329,52062,0.307376452,0.1864953
7080,60,Gala,GALA,https://gala.games/,,private,y,,,,,,,,,,,,,,,,,,,,,,,,,,,4175,,
3945,61,Harmony,ONE,https://www.harmony.one/,https://t.me/harmony_announcements,https://github.com/harmony-one/harmony,y,,harmony-one/harmony,github,1500,454,275,37.33,34,101.67,26,0.093,11.04,1.85,212.63,Go,47,0,82,8,9.1,13,176,114,1.1,228,0.60875,6833,0.363464287,0.231125691
3602,62,Bitcoin SV,BSV,https://bitcoinsv.com/,https://bitcoinsv.io/,https://github.com/bitcoin-sv/bitcoin-sv,y,,bitcoin-sv/bitcoin-sv,github,606,526,296,9,100,19.33,1,1.652,12.69,0.61,247.63,C++,153,4,619,3,5.9,5,17,13,4,6,0.53004,447853,0.285152922,0.181310919
1376,63,Neo,NEO,https://neo.org/,,https://github.com/neo-project/neo,y,,neo-project/neo,github,3388,2019,423,13.67,3,42.33,4,0.78,19.49,2.75,295.38,C#,83,0,66,8,1.5,8,53,27,2.3,451,0.59832,46354,0.338695593,0.20708723
10791,64,eCash,XEC,https://e.cash/,,https://github.com/Bitcoin-ABC/bitcoin-abc,y,,Bitcoin-ABC/bitcoin-abc,github,1262,1365,553,5.33,150.33,4,2,0.642,19.21,2.74,173.65,C++,153,0,819,3,19.8,25,21,3,0.2,9824,0.68433,70200,0.304323681,0.184618971
2087,65,KuCoin Token,KCS,https://www.kucoin.com/,,private,y,exchange token,,,,,,,,,,,,,,,,,,,,,,,,,,1625,,
3155,66,Quant,QNT,https://quant.network/,,https://github.com/quantnetwork/overledger-sdk-javascript-v2,n,"needs updating; trouble reading perceval .git Jan 23,2023",quantnetwork/overledger-sdk-javascript,github,38,20,17,1,0,0.5,1.5,41.822,5.01,5.01,308.33,TypeScript,43,11,16,2,0,3,4,1,0.2,5,0.24455,107117,,
2502,67,Huobi Token,HT,https://www.huobiwallet.com,https://www.hbg.com/,https://github.com/HuobiGroup/huobi-eco-chain,y,,HuobiGroup/huobi-eco-chain,github,201,112,61,0,0,0,0,157.331,19.85,9.29,62.03,,,,,,,,,,,,,488655,0.41698703,0.267971396
2563,68,TrueUSD,TUSD,https://www.trueusd.com/,,https://github.com/trusttoken/smart-contracts,y,,trusttoken/smart-contracts,github,124,45,23,2.5,3,1.67,3,51.082,2.39,0.74,162.38,,,,,,,,,,,,,516872,0.26542633,0.170409251
5034,69,Kusama,KSM,https://kusama.network/,,https://github.com/kusamanetwork/KSM-dapp,y,runs on polkadot,kusamanetwork/KSM-dapp,github,18,5,7,0,0,0,0,55.756,0,0,250,JavaScript,33,30,5,2,0,0,0,0,0,0,0.10566,161201,0.391630143,0.247467382
131,70,Dash,DASH,https://www.dash.org/,https://newsroom.dash.org/,https://github.com/dashpay/dash,y,,dashpay/dash,github,1573,4227,502,15.67,95.67,140.67,32,0.474,8.07,2.42,245.83,C++,153,10,509,3,1.3,5,160,111,1.2,8604,0.60882,59805,0.389503632,0.232135134
2130,71,Enjin Coin,ENJ,https://enjin.io/,,https://github.com/enjin/enjin-java-sdk,y,,enjin/enjin-java-sdk,github,23,34,9,1.67,11.33,0,2.33,14.19,5.64,2.37,204.25,Java,54,1,6,2,0.5,5,10,6,0,0,0.25784,20736,0.32976316,0.209646688
5567,72,Celo,CELO,https://celo.org/,https://www.celocamp.com/,https://github.com/celo-org/celo-monorepo,y,,celo-org/celo-monorepo,github,572,493,411,36.33,248.33,122,36,0.531,33.94,11.16,247.09,TypeScript,33,0,176,6,8.7,12,813,382,0.5,612,0.6291,30290,0.152578435,0.100062393
2694,73,Nexo,NEXO,http://nexo.io,,https://github.com/nexofinance/NEXO-Token,y,,nexofinance/NEXO-Token,github,102,75,9,1,0,0.33,0,31.047,0,0,85.5,JavaScript,48,48,1,1,0,0,1,0,1,0,0.08735,2896,0.391630143,0.247467382
1697,74,Basic Attention Token,BAT,https://basicattentiontoken.org/,,https://github.com/brave-intl/bat-go,y,token,brave-intl/bat-go,github,42,39,37,8,97.33,32.33,51.33,1.204,4.54,0.15,558.67,Go,53,0,15,4,5.1,2,272,226,0.3,5,0.42328,28306,0.293311593,0.183177861
4066,75,Chiliz,CHZ,https://www.chiliz.com/,,private,y,,,,,,,,,,,,,,,,,,,,,,,,,,,121149,,
3897,76,OKB,OKB,https://www.okx.com/,,private,y,OKEx token,,,,,,,,,,,,,,,,,,,,,,,,,,4754,,
9903,77,Convex Finance,CVX,https://www.convexfinance.com/,,https://github.com/convex-eth/platform,y,,convex-eth/platform,github,101,51,2,1,17.67,0,0,0.439,0,0,156.75,JavaScript,13,0,3,0,6.2,1,1,0,0,0,0.15381,27770,0.423998299,0.273867771
6945,78,Amp,AMP,https://amptoken.org,,https://github.com/amptoken/amp-token-contracts,y,,amptoken/amp-token-contracts,github,54,18,3,1,0,0.33,0,13.461,0,0,0,JavaScript,20,16,1,10,0,0,1,0,1,0,0.17618,197773,0.391630143,0.247467382
5632,79,Arweave,AR,https://www.arweave.org,,https://github.com/ArweaveTeam/arweave,y,,ArweaveTeam/arweave,github,572,208,142,9.67,37.33,13.67,1,0.819,8.6,0.91,134.54,C,57,0,41,4,1.6,5,28,14,1.4,17,0.46101,90612,0.339159384,0.208947887
1934,80,Loopring,LRC,https://loopring.org,,https://github.com/Loopring/protocols,y,,Loopring/protocols,github,484,216,59,5,8.67,7,6.67,1.031,3.83,1.01,291.07,Solidity,58,1,39,2,0.5,3,25,9,0.3,74,0.39743,115954,0.408822322,0.263939138
5647,81,Kadena,KDA,http://kadena.io/,,https://github.com/kadena-io/chainweb-node,y,,kadena-io/chainweb-node,github,195,111,72,9.33,112.67,54.33,17.67,0.516,9.37,1.26,257.67,Haskell,48,0,26,1,2.5,11,91,66,0.2,5,0.38634,47833,0.32404008,0.184758271
6538,82,Curve DAO Token,CRV,https://guides.curve.fi/everything-you-need-to-know-about-crv/,https://www.curve.fi/,https://github.com/curvefi/curve-contract,y,,curvefi/curve-contract,github,675,358,41,2.5,0,2,1,0.698,8.29,0.31,115.32,Python,31,10,13,3,0.5,3,9,1,0.2,0,0.22719,11048,0.391630143,0.247467382
873,83,NEM,XEM,http://nem.io,,https://github.com/nemtech/catapult-server,n,needs updating,nemtech/catapult-server,github,132,183,59,0,0,0,0,257.426,15.22,10.13,288.85,,,,,,,,,,,,,2373788,,
3330,84,Pax Dollar,USDP,https://www.paxos.com/usdp/,,https://github.com/paxosglobal/pax-contracts,y,SC,paxosglobal/pax-contracts,github,74,106,15,0,0,0,0,225.448,0,0,108.11,Solidity,55,3,9,2,0,0,4,1,0,0,0.19815,54794,0.334226723,0.205800715
8646,85,Mina,MINA,https://minaprotocol.com/,,https://github.com/MinaProtocol/mina,y,,MinaProtocol/mina,github,921,227,407,32.33,1088.67,236.33,77,0.392,21.97,5.91,111.82,OCaml,52,0,75,4,77.5,26,889,501,0.3,134,0.61806,99270,0.192521732,0.108736327
3822,86,Theta Fuel,TFUEL,https://www.thetatoken.org,,exclude,y,"token, see also: THETA, id:2416",,,,,,,,,,,,,,,,,,,,,,,,,,25199,,
7653,87,Oasis Network,ROSE,https://oasisprotocol.org/,,https://github.com/oasisprotocol/oasis-core,y,,oasisprotocol/oasis-core,github,175,68,54,10.33,492,130.33,39.33,0.148,9.17,0.61,251.07,Go,49,0,36,2,13.1,27,223,192,1.1,17,0.51053,27121,0.284939704,0.183752956
1168,88,Decred,DCR,https://decred.org/,https://proposals.decred.org/,https://github.com/decred/dcrd,y,,decred/dcrd,github,722,692,195,10,24,59,15,0.211,7.87,2.76,397.27,Go,108,0,132,3,11.4,5,61,48,0.8,336,0.57773,116808,0.407609332,0.263048499
2700,89,Celsius,CEL,https://celsius.network/,,https://github.com/CelsiusNetwork/celsius-js-sdk,y,,CelsiusNetwork/celsius-js-sdk,github,25,43,32,2,12,1,6,15.908,83.55,36.28,158.38,JavaScript,40,0,16,5,0.5,1,37,32,0.1,0,0.32987,9286,0.325777041,0.2046269
8677,90,Symbol,XYM,https://www.symbol.dev,https://github.com/symbol,https://github.com/symbol/symbol,y,,symbol/symbol,github,15,5,14,9.5,840,290.5,64.5,1.903,1.27,0.69,36.5,C++,76,0,32,2,9.4,1,166,155,0.7,168127,0.61779,3877696,0.361761079,0.230390428
5692,91,Compound,COMP,https://compound.finance/governance/comp,,https://github.com/compound-finance/compound-protocol,y,,compound-finance/compound-protocol,github,1308,1134,126,5.33,0,3.33,2.33,0.264,45.13,23.95,130.38,Solidity,32,4,18,7,0.4,6,15,5,0.5,6,0.35373,,0.368841888,0.226153276
2682,92,Holo,HOT,https://holochain.org/,https://holo.host,https://github.com/holochain/holochain,y,prev: https://github.com/holochain/holochain-rust,holochain/holochain,github,612,100,62,15,492,131.33,35,0.08,11.59,4.01,206.55,Rust,27,0,36,7,40.2,30,174,143,0.8,1189,0.62758,199920,0.402832008,0.254140412
5604,93,Secret,SCRT,https://scrt.network,,https://github.com/enigmampc/SecretNetwork,y,,enigmampc/SecretNetwork,github,215,106,64,0,0,0,0,145.097,10.52,1.77,130.36,Rust,36,0,57,5,20.6,20,95,87,0.9,29,0.54599,52601,0.372024632,0.229789185
5864,94,yearn.finance,YFI,https://yearn.finance/,,https://github.com/yearn/yearn-protocol,y,,yearn/yearn-protocol,github,170,69,13,0,0,0,0,0.386,3.32,1.55,22.86,Solidity,19,10,15,1,0,1,0,0,0,0,0.13764,21206,0.391630143,0.247467382
5068,95,Neutrino USD,USDN,https://neutrino.at/,,https://github.com/waves-exchange/neutrino-contract,y,,waves-exchange/neutrino-contract,github,8,7,5,0,0,0,0,0.374,30.48,3.09,260.17,JavaScript,32,8,10,2,0.2,7,0,0,0,0,0.19223,285836,0.299884926,0.191249369
2777,96,IoTeX,IOTX,https://www.iotex.io/,,https://github.com/iotexproject/iotex-core,y,,iotexproject/iotex-core,github,2596,822,131,13.67,82.67,292.33,43,0.386,13.89,3.92,291.18,Go,48,0,75,2,6.5,11,310,238,1.3,24,0.51819,109379,0.364890944,0.21861946
3801,97,BORA,BORA,https://boraecosystem.com,,https://github.com/boraecosystem/BORA-Platform-Sample-LoginTest,y,,boraecosystem/BORA-Platform-Sample-LoginTest,github,0,1,1,0,0,0,0,375.333,0,0,0,Objective-C++,27,27,1,10,0,0,0,0,0,0,0.1368,116746,0.391630143,0.247467382
4279,98,SXP,SXP,https://solar.org,https://swipe.io,https://github.com/SwipeWallet/Swipe-Network,y,,SwipeWallet/Swipe-Network,github,33,14,11,1,0,1,0,17.565,0,0,75.38,JavaScript,20,17,7,1,0,1,0,0,0,20,0.1622,812129,0.391630143,0.247467382
8857,99,Anchor Protocol,ANC,https://app.anchorprotocol.com,,https://github.com/Anchor-Protocol/anchor-web-app,y,,Anchor-Protocol/anchor-web-app,github,86,72,75,14,109.67,93.67,13.67,0.134,4.28,0.89,114.44,TypeScript,17,0,18,8,15.5,6,98,82,2.6,2,0.47882,3054,0.418558263,0.275123597
1684,100,Qtum,QTUM,https://qtum.org/,,https://github.com/qtumproject/qtum,y,,qtumproject/qtum,github,1387,1057,255,4.33,49.33,2,1,0.618,7.71,0.61,214.29,C++,153,4,901,4,3.1,2,6,1,0.5,37,0.4894,192589,0.279806516,0.168759636
1808,101,OMG Network,OMG,https://omg.network/,https://omisego.co/,https://github.com/omgnetwork/plasma-contracts,y,layer 2 ETH scaling,omgnetwork/plasma-contracts,github,47,26,13,1,0,0,1,8.793,22.41,28.41,223.5,JavaScript,46,12,35,2,0,2,1,0,0,2,0.22852,372618,0.391630143,0.247467382
